0,66689,1538023907.184635
0,34951,1538023908.3878157
0,0,1538023909.7784677
4182,73895,1538023910.544113
0,0,1538023911.9192157
0,0,1538023913.3098578
0,0,1538023914.7005444
0,4190,1538023915.5912182
0,0,1538023916.96628
0,112629,1538023918.091322
0,19677,1538023919.2476153
28038,38568,1538023919.9038923
48707,0,1538023920.8883123
8434,4775,1538023921.6539657
4776,11511,1538023922.7477736
0,33555,1538023923.9509795
20922,0,1538023924.810346
41562,26253,1538023925.2322416
0,39857,1538023926.4510577
0,58553,1538023927.2479694
0,23912,1538023928.4198914
0,0,1538023929.7949421
0,91784,1538023930.732481
0,42679,1538023932.0919223
16038,0,1538023932.90449
0,0,1538023934.295142
47013,10351,1538023934.498306
38233,77834,1538023935.795218
0,35670,1538023936.9358823
0,43337,1538023938.1078012
0,32300,1538023939.3109775
0,0,1538023940.7016644
0,0,1538023942.0767183
9782,0,1538023942.9830096
0,0,1538023944.3580773
0,0,1538023945.7487533
0,0,1538023947.13944
46905,0,1538023948.0144732
0,0,1538023949.4051957
0,67678,1538023950.7645988
0,9266,1538023951.7959228
27874,0,1538023953.0459406
0,0,1538023954.4366293
0,0,1538023955.8116708
0,0,1538023957.2023714
0,0,1538023958.5930889
0,0,1538023959.9681206
0,0,1538023961.3588004
0,64748,1538023962.468218
0,33475,1538023963.6870232
140252,45127,1538023964.42142
9150,5803,1538023965.4839776
0,55131,1538023966.5934007
0,17935,1538023967.7496977
37200,0,1538023968.6559865
0,199011,1538023969.6403909
8948,98799,1538023970.1247983
40573,8327,1538023970.374805
0,109545,1538023971.1717153
49827,216530,1538023971.6404905
18993,40285,1538023971.9373777
36128,108067,1538023972.171765
90459,19362,1538023972.8592787
9451,108555,1538023973.124933
11993,32358,1538023973.6093137
7358,68728,1538023974.3281016
33435,16118,1538023974.4843543
10059,46913,1538023974.718736
53089,119444,1538023975.0937588
18701,237379,1538023975.7344134
23385,83530,1538023976.0937934
64333,43285,1538023976.281308
22023,410346,1538023977.1250997
14629,498759,1538023977.765748
5873,153417,1538023978.0157518
8326,176757,1538023978.343891
3769,14544,1538023978.5157673
67652,23997,1538023979.1564188
39521,109131,1538023979.859579
0,61135,1538023981.078391
0,57065,1538023981.9065433
19907,0,1538023982.8753686
0,0,1538023984.2504022
65405,28527,1538023984.7660396
33983,0,1538023985.9692218
0,97115,1538023987.250529
0,122779,1538023988.516201
0,0,1538023989.8912537
0,0,1538023991.281948
26202,0,1538023992.6257613
0,0,1538023994.0164444
0,239985,1538023995.469616
0,36929,1538023996.766567
0,82937,1538023998.1572626
17124,9614,1538023998.751029
0,33591,1538023999.5323377
0,0,1538024000.9230263
30740,48330,1538024001.3136265
0,28219,1538024002.5012178
0,0,1538024003.8762774
0,34203,1538024004.7200606
0,0,1538024006.11071
0,0,1538024007.4857705
0,0,1538024008.8764544
20825,0,1538024009.8764884
0,0,1538024011.251573
0,0,1538024012.6422443
0,2198,1538024013.8454108
93414,11783,1538024015.0329728
0,42205,1538024016.1892958
13702,0,1538024017.220599
0,0,1538024018.6112826
0,0,1538024019.9863355
0,0,1538024021.3769891
0,0,1538024022.752039
0,0,1538024024.1427693
0,0,1538024025.5334222
7500,0,1538024026.408465
0,0,1538024027.7991393
15537,81890,1538024028.5960524
0,65513,1538024029.517968
0,28651,1538024030.721144
25772,13051,1538024031.4555511
0,27168,1538024032.5181262
37250,0,1538024033.6275153
19205,0,1538024034.455681
0,0,1538024035.8307319
0,0,1538024037.2214313
0,0,1538024038.6121256
0,0,1538024039.9871626
0,95571,1538024041.3778489
0,37824,1538024042.565401
0,26064,1538024043.7060642
0,102008,1538024044.7686186
26627,0,1538024046.14371
0,43711,1538024047.0655835
21550,0,1538024048.1125183
27723,0,1538024049.4719586
0,0,1538024050.8469918
31624,44301,1538024051.409529
0,12825,1538024052.2376776
0,0,1538024053.612747
0,0,1538024055.003423
0,0,1538024056.3941183
0,55189,1538024057.4098194
26267,0,1538024058.8005047
0,0,1538024060.191139
